TRANSACTION_ID,LINE_ITEM_ID,CUSTOMER_ID,TRANSACTION_DT,STORE_ID,CHANNEL_TYPE,PRODUCT_ID,QTY,UNIT_PRICE
S0000600061,1,5395,2018-03-16 08:41:00.000,57,S,907,8,89.99
S0000600062,1,5496,2018-03-30 23:14:00.000,117,S,906,2,24.99
S0000600063,1,5550,2018-03-24 19:18:00.000,76,S,909,1,190.5
S0000600064,1,5620,2018-04-28 19:01:00.000,97,S,900,4,0.99
S0000600065,1,5661,2018-05-05 00:25:00.000,118,S,911,3,80
S0000600066,1,5693,2018-03-28 01:16:00.000,68,S,901,8,2.15
S0000600067,1,5702,2018-04-13 03:17:00.000,69,S,902,4,2.89
S0000600068,1,5916,2018-04-26 22:15:00.000,40,S,901,3,2.15
S0000600069,1,5940,2018-04-01 21:52:00.000,27,S,900,4,0.99
S0000600070,1,5979,2018-05-01 07:48:00.000,68,S,906,2,24.99
S0000600071,1,5982,2018-04-15 14:50:00.000,77,S,909,6,190.5
S0000600072,1,6085,2018-03-25 11:29:00.000,40,S,909,6,190.5
S0000600073,1,6132,2018-03-24 17:53:00.000,96,S,911,8,80
S0000600074,1,6312,2018-03-22 08:37:00.000,111,S,908,2,82
S0000600075,1,6414,2018-04-21 07:32:00.000,115,S,906,5,24.99
S0000600076,1,6467,2018-04-22 10:36:00.000,66,S,903,6,299.99
S0000600077,1,6492,2018-04-21 08:17:00.000,67,S,901,8,2.15
S0000600078,1,6501,2018-03-24 13:32:00.000,69,S,906,5,24.99
S0000600079,1,6633,2018-04-24 07:00:00.000,27,S,905,5,399.89
S0000600080,1,6673,2018-03-14 14:18:00.000,68,S,901,8,2.15
S0000600081,1,6693,2018-04-15 23:56:00.000,36,S,904,4,5.89
S0000600082,1,6754,2018-04-16 01:13:00.000,24,S,902,8,2.89
S0000600083,1,6861,2018-03-24 15:18:00.000,104,S,904,3,5.89
S0000600084,1,6978,2018-05-03 17:20:00.000,119,S,906,2,24.99
S0000600085,1,6981,2018-03-20 20:06:00.000,44,S,903,8,299.99
S0000600086,1,7016,2018-04-29 13:06:00.000,95,S,907,8,89.99
S0000600087,1,7172,2018-03-23 15:49:00.000,68,S,902,3,2.89
S0000600088,1,7346,2018-05-12 18:16:00.000,30,S,909,7,190.5
S0000600089,1,7383,2018-04-21 01:22:00.000,102,S,911,6,80
S0000600090,1,7545,2018-03-23 02:08:00.000,36,S,901,6,2.15
S0000600091,1,7629,2018-04-22 04:41:00.000,116,S,909,1,190.5
S0000600092,1,7655,2018-04-25 05:02:00.000,68,S,900,4,0.99
S0000600093,1,7903,2018-05-04 15:27:00.000,89,S,908,2,82
S0000600094,1,7978,2018-03-18 16:10:00.000,118,S,903,8,299.99
S0000600095,1,7979,2018-03-19 04:52:00.000,102,S,906,8,24.99
S0000600096,1,8010,2018-04-09 16:07:00.000,33,S,905,3,399.89
S0000600097,1,8076,2018-05-14 14:06:00.000,119,S,901,1,2.15
S0000600098,1,8083,2018-04-20 18:25:00.000,118,S,903,2,299.99
S0000600099,1,8183,2018-04-14 19:41:00.000,118,S,906,6,24.99
S0000600100,1,8389,2018-04-12 01:36:00.000,40,S,908,7,82
S0000600101,1,8412,2018-03-24 02:28:00.000,103,S,904,2,5.89
S0000600102,1,8425,2018-04-08 07:07:00.000,106,S,903,1,299.99
S0000600103,1,8462,2018-04-18 21:30:00.000,118,S,909,4,190.5
S0000600104,1,8487,2018-03-28 01:47:00.000,51,S,911,3,80
S0000600105,1,8490,2018-04-27 16:29:00.000,84,S,901,1,2.15
S0000600106,1,8517,2018-05-11 00:25:00.000,106,S,902,5,2.89
S0000600107,1,8591,2018-03-15 12:20:00.000,67,S,906,4,24.99
S0000600108,1,8783,2018-05-09 07:58:00.000,92,S,902,6,2.89
S0000600109,1,8817,2018-03-31 03:15:00.000,101,S,909,8,190.5
S0000600110,1,8889,2018-05-14 18:20:00.000,44,S,911,5,80
S0000600111,1,8909,2018-03-18 08:34:00.000,64,S,905,4,399.89
S0000600112,1,8943,2018-03-29 10:02:00.000,89,S,900,2,0.99
S0000600113,1,8956,2018-04-20 16:29:00.000,30,S,902,7,2.89
S0000600114,1,9009,2018-03-25 03:45:00.000,96,S,900,2,0.99
S0000600115,1,9205,2018-04-09 13:59:00.000,66,S,909,6,190.5
S0000600116,1,9361,2018-04-18 06:19:00.000,68,S,909,1,190.5
S0000600117,1,9373,2018-03-14 05:39:00.000,74,S,907,2,89.99
S0000600118,1,9382,2018-03-21 20:29:00.000,27,S,903,1,299.99
S0000600119,1,9563,2018-04-12 21:52:00.000,102,S,908,4,82
S0000600120,1,9572,2018-04-20 13:30:00.000,112,S,907,3,89.99
S0000600121,1,9602,2018-04-15 07:56:00.000,68,S,901,3,2.15
S0000600122,1,9704,2018-04-01 02:44:00.000,119,S,903,5,299.99
S0000600123,1,9732,2018-05-07 16:52:00.000,89,S,908,4,82
S0000600124,1,9756,2018-03-29 13:17:00.000,78,S,905,5,399.89
S0000600125,1,9823,2018-04-03 09:09:00.000,100,S,902,1,2.89
S0000600126,1,10088,2018-04-17 05:04:00.000,86,S,901,4,2.15
S0000600127,1,10120,2018-04-28 20:38:00.000,118,S,906,4,24.99
S0000600128,1,10128,2018-05-12 15:03:00.000,62,S,904,6,5.89
S0000600129,1,10250,2018-05-15 02:54:00.000,82,S,905,8,399.89
S0000600130,1,10463,2018-04-26 22:12:00.000,32,S,902,4,2.89
S0000600131,1,10517,2018-04-06 03:48:00.000,24,S,900,5,0.99
S0000600132,1,10573,2018-05-14 06:26:00.000,45,S,900,7,0.99
S0000600133,1,10709,2018-05-05 13:57:00.000,52,S,903,2,299.99
S0000600134,1,10744,2018-05-15 08:29:00.000,44,S,908,4,82
S0000600135,1,10874,2018-03-19 17:59:00.000,97,S,909,8,190.5
S0000600136,1,10901,2018-03-18 06:22:00.000,103,S,910,2,1.99
S0000600137,1,11078,2018-04-23 00:10:00.000,103,S,910,6,1.99
S0000600138,1,11081,2018-05-03 21:24:00.000,39,S,902,8,2.89
S0000600139,1,11090,2018-04-30 22:43:00.000,34,S,905,7,399.89
S0000600140,1,11116,2018-05-08 03:49:00.000,49,S,907,6,89.99
S0000600141,1,11438,2018-04-19 12:09:00.000,82,S,907,4,89.99
S0000600142,1,11450,2018-03-30 20:20:00.000,100,S,906,3,24.99
S0000600143,1,11515,2018-04-02 05:15:00.000,115,S,901,4,2.15
S0000600144,1,11516,2018-04-16 11:55:00.000,92,S,906,1,24.99
S0000600145,1,11774,2018-04-27 06:17:00.000,118,S,901,8,2.15
S0000600146,1,11801,2018-03-29 14:45:00.000,45,S,901,6,2.15
S0000600147,1,11822,2018-04-03 14:03:00.000,45,S,905,4,399.89
S0000600148,1,12187,2018-04-29 01:14:00.000,104,S,902,7,2.89
S0000600149,1,12218,2018-04-04 15:20:00.000,25,S,911,4,80
S0000600150,1,12223,2018-04-05 12:51:00.000,104,S,908,3,82
S0000600151,1,12354,2018-04-04 05:27:00.000,30,S,904,5,5.89
S0000600152,1,12387,2018-04-27 10:28:00.000,75,S,906,2,24.99
S0000600153,1,12517,2018-05-15 21:08:00.000,44,S,902,5,2.89
S0000600154,1,12660,2018-04-08 16:28:00.000,92,S,906,3,24.99
S0000600155,1,12733,2018-03-15 23:26:00.000,34,S,905,4,399.89
S0000600156,1,12795,2018-04-24 17:11:00.000,66,S,908,3,82
S0000600157,1,12829,2018-03-16 13:45:00.000,49,S,900,7,0.99
S0000600158,1,12900,2018-04-14 20:49:00.000,89,S,905,2,399.89
S0000600159,1,12940,2018-03-29 05:43:00.000,92,S,907,1,89.99
S0000600160,1,13001,2018-03-17 20:35:00.000,73,S,905,4,399.89
S0000600161,1,13010,2018-04-15 02:52:00.000,108,S,900,2,0.99
S0000600162,1,13275,2018-04-17 18:58:00.000,75,S,902,8,2.89
S0000600163,1,13284,2018-05-03 03:41:00.000,46,S,907,5,89.99
S0000600164,1,13400,2018-03-26 02:16:00.000,61,S,908,6,82
S0000600165,1,13423,2018-04-25 02:11:00.000,68,S,904,6,5.89
S0000600166,1,13449,2018-04-06 04:13:00.000,106,S,909,5,190.5
S0000600167,1,13575,2018-04-05 14:42:00.000,95,S,904,2,5.89
S0000600168,1,13615,2018-04-19 09:08:00.000,115,S,910,6,1.99
S0000600169,1,13686,2018-04-25 03:37:00.000,84,S,907,3,89.99
S0000600170,1,13750,2018-04-13 13:00:00.000,92,S,900,8,0.99
S0000600171,1,13852,2018-03-20 09:36:00.000,105,S,903,5,299.99
S0000600172,1,13955,2018-05-06 21:05:00.000,88,S,903,5,299.99
S0000600173,1,13957,2018-04-14 15:00:00.000,24,S,900,8,0.99
S0000600174,1,14002,2018-03-19 09:28:00.000,27,S,905,7,399.89
S0000600175,1,14040,2018-05-12 00:24:00.000,31,S,904,7,5.89
S0000600176,1,14124,2018-05-12 06:36:00.000,92,S,910,2,1.99
S0000600177,1,14193,2018-03-31 05:52:00.000,68,S,909,1,190.5
S0000600178,1,14259,2018-05-03 08:47:00.000,81,S,906,2,24.99
S0000600179,1,14274,2018-05-10 02:32:00.000,93,S,907,5,89.99
S0000600180,1,14278,2018-03-16 07:39:00.000,106,S,907,8,89.99
S0000600181,1,14446,2018-04-03 02:56:00.000,25,S,903,5,299.99
S0000600182,1,14575,2018-03-23 01:33:00.000,118,S,908,7,82
S0000600183,1,14587,2018-05-15 05:44:00.000,66,S,911,6,80
S0000600184,1,14675,2018-03-30 23:55:00.000,75,S,903,2,299.99
S0000600185,1,14737,2018-05-10 11:49:00.000,110,S,903,6,299.99
S0000600186,1,14759,2018-03-16 03:08:00.000,68,S,908,3,82
S0000600187,1,14836,2018-03-22 04:41:00.000,96,S,904,7,5.89
S0000600188,1,14909,2018-04-23 09:10:00.000,118,S,907,7,89.99
S0000600189,1,14938,2018-04-22 08:28:00.000,114,S,902,1,2.89
S0000600190,1,15010,2018-04-20 00:35:00.000,53,S,911,2,80
S0000600191,1,15038,2018-04-25 11:10:00.000,110,S,908,8,82
S0000600192,1,15089,2018-04-07 16:18:00.000,104,S,902,4,2.89
S0000600193,1,15216,2018-05-12 16:40:00.000,64,S,906,7,24.99
S0000600194,1,15218,2018-04-01 18:32:00.000,57,S,901,1,2.15
S0000600195,1,15254,2018-03-22 15:19:00.000,71,S,909,1,190.5
S0000600196,1,15255,2018-04-27 05:35:00.000,30,S,909,5,190.5
S0000600197,1,15341,2018-04-10 16:58:00.000,59,S,903,5,299.99
S0000600198,1,15363,2018-04-28 19:42:00.000,55,S,902,8,2.89
S0000600199,1,15368,2018-03-24 12:47:00.000,40,S,910,4,1.99
S0000600200,1,15465,2018-04-04 06:35:00.000,27,S,906,3,24.99
S0000600201,1,15527,2018-05-06 15:48:00.000,118,S,904,4,5.89
S0000600202,1,15547,2018-04-06 12:22:00.000,107,S,900,7,0.99
S0000600203,1,15558,2018-03-26 13:28:00.000,55,S,907,8,89.99
S0000600204,1,15585,2018-04-15 13:42:00.000,101,S,904,7,5.89
S0000600205,1,15823,2018-05-03 19:49:00.000,27,S,900,1,0.99
S0000600206,1,16083,2018-05-13 23:08:00.000,77,S,904,3,5.89
S0000600207,1,16294,2018-04-27 06:33:00.000,28,S,904,2,5.89
S0000600208,1,16341,2018-03-26 13:55:00.000,39,S,911,4,80
S0000600209,1,16389,2018-03-26 15:21:00.000,118,S,904,2,5.89
S0000600210,1,16393,2018-04-16 19:37:00.000,35,S,900,2,0.99
S0000600211,1,16403,2018-05-08 12:55:00.000,65,S,907,3,89.99
S0000600212,1,16570,2018-04-04 01:21:00.000,25,S,906,3,24.99
S0000600213,1,16610,2018-04-05 08:17:00.000,104,S,903,3,299.99
S0000600214,1,16844,2018-04-20 15:00:00.000,90,S,910,5,1.99
S0000600215,1,16942,2018-05-03 10:31:00.000,30,S,903,2,299.99
S0000600216,1,16969,2018-04-14 05:52:00.000,89,S,907,5,89.99
S0000600217,1,17003,2018-04-12 18:39:00.000,68,S,901,7,2.15
S0000600218,1,17004,2018-04-03 04:36:00.000,23,S,903,6,299.99
S0000600219,1,17109,2018-04-14 05:43:00.000,41,S,905,5,399.89
S0000600220,1,17113,2018-04-20 01:25:00.000,30,S,905,2,399.89
S0000600221,1,17161,2018-05-04 23:14:00.000,90,S,901,1,2.15
S0000600222,1,17223,2018-04-01 19:31:00.000,52,S,909,2,190.5
S0000600223,1,17322,2018-04-10 10:46:00.000,106,S,910,7,1.99
S0000600224,1,17327,2018-04-19 22:51:00.000,75,S,907,4,89.99
S0000600225,1,17348,2018-03-16 12:58:00.000,49,S,902,1,2.89
S0000600226,1,17455,2018-05-10 01:02:00.000,53,S,911,3,80
S0000600227,1,17591,2018-04-05 19:39:00.000,106,S,906,6,24.99
S0000600228,1,17645,2018-03-22 20:28:00.000,115,S,902,7,2.89
S0000600229,1,17685,2018-05-08 01:41:00.000,40,S,904,1,5.89
S0000600230,1,17715,2018-04-14 23:32:00.000,121,S,910,5,1.99
S0000600231,1,17749,2018-05-08 14:19:00.000,30,S,911,6,80
S0000600232,1,17757,2018-03-28 19:03:00.000,88,S,900,4,0.99
S0000600233,1,17829,2018-04-13 22:27:00.000,102,S,908,3,82
S0000600234,1,17976,2018-03-15 01:24:00.000,49,S,910,1,1.99
S0000600235,1,17980,2018-04-17 15:57:00.000,55,S,906,7,24.99
S0000600236,1,18041,2018-03-31 16:43:00.000,53,S,906,6,24.99
S0000600237,1,18096,2018-05-07 12:00:00.000,121,S,907,2,89.99
S0000600238,1,18105,2018-05-12 03:45:00.000,49,S,903,7,299.99
S0000600239,1,18197,2018-05-14 17:39:00.000,79,S,907,4,89.99
S0000600240,1,18283,2018-04-15 15:17:00.000,105,S,904,3,5.89
S0000600241,1,18405,2018-04-23 17:59:00.000,39,S,902,2,2.89
S0000600242,1,18481,2018-03-26 17:11:00.000,87,S,901,5,2.15
S0000600243,1,18507,2018-04-05 23:39:00.000,115,S,904,8,5.89
S0000600244,1,18568,2018-05-13 05:14:00.000,69,S,902,7,2.89
S0000600245,1,18633,2018-04-12 04:06:00.000,61,S,907,6,89.99
S0000600246,1,18815,2018-03-31 22:53:00.000,96,S,908,6,82
S0000600247,1,18845,2018-05-04 09:13:00.000,60,S,905,3,399.89
S0000600248,1,18862,2018-03-14 20:22:00.000,78,S,900,7,0.99
S0000600249,1,18908,2018-05-14 10:40:00.000,68,S,904,1,5.89
S0000600250,1,18997,2018-04-11 18:57:00.000,64,S,906,2,24.99
S0000600251,1,19106,2018-04-29 09:12:00.000,66,S,907,4,89.99
S0000600252,1,19311,2018-04-15 15:45:00.000,45,S,906,2,24.99
S0000600253,1,19462,2018-05-05 06:14:00.000,50,S,901,3,2.15
S0000600254,1,19507,2018-05-07 23:09:00.000,68,S,910,5,1.99
S0000600255,1,19615,2018-04-03 19:19:00.000,92,S,908,7,82
S0000600256,1,19799,2018-05-04 16:43:00.000,107,S,911,6,80
S0000600257,1,19851,2018-04-07 19:14:00.000,26,S,903,5,299.99
S0000600258,1,19947,2018-04-17 19:37:00.000,26,S,901,4,2.15
S0000600259,1,19982,2018-04-28 23:58:00.000,35,S,910,6,1.99
S0000600260,1,20078,2018-04-16 14:22:00.000,74,S,908,4,82
S0000600261,1,20293,2018-04-01 08:07:00.000,40,S,910,6,1.99
S0000600262,1,20381,2018-04-10 07:58:00.000,51,S,902,5,2.89
S0000600263,1,20451,2018-05-01 19:27:00.000,84,S,907,3,89.99
S0000600264,1,20656,2018-04-19 20:12:00.000,97,S,903,7,299.99
S0000600265,1,20708,2018-04-08 22:47:00.000,51,S,904,8,5.89
S0000600266,1,20753,2018-04-13 19:57:00.000,26,S,906,5,24.99
S0000600267,1,20772,2018-05-05 18:56:00.000,69,S,908,8,82
S0000600268,1,20793,2018-03-25 01:12:00.000,114,S,907,5,89.99
S0000600269,1,20818,2018-04-11 15:49:00.000,75,S,903,8,299.99
S0000600270,1,20857,2018-05-10 19:39:00.000,119,S,910,7,1.99
S0000600271,1,20894,2018-03-26 12:54:00.000,111,S,907,4,89.99
S0000600272,1,20958,2018-03-30 13:22:00.000,84,S,910,6,1.99
S0000600273,1,20966,2018-05-07 06:48:00.000,49,S,909,2,190.5
S0000600274,1,21000,2018-04-18 09:09:00.000,87,S,902,2,2.89
S0000600275,1,21012,2018-04-30 16:47:00.000,76,S,905,3,399.89
S0000600276,1,21123,2018-03-25 04:18:00.000,54,S,910,7,1.99
S0000600277,1,21186,2018-04-16 11:10:00.000,63,S,907,1,89.99
S0000600278,1,21229,2018-03-26 18:15:00.000,65,S,909,7,190.5
S0000600279,1,21289,2018-04-17 19:40:00.000,90,S,903,2,299.99
S0000600280,1,21371,2018-04-26 15:54:00.000,89,S,911,5,80
S0000600281,1,21381,2018-04-12 15:12:00.000,56,S,900,8,0.99
S0000600282,1,21396,2018-04-27 22:19:00.000,84,S,900,7,0.99
S0000600283,1,21461,2018-05-06 12:28:00.000,26,S,906,7,24.99
S0000600284,1,21509,2018-03-27 10:37:00.000,104,S,910,7,1.99
S0000600285,1,21530,2018-05-05 10:20:00.000,40,S,903,3,299.99
S0000600286,1,21534,2018-03-26 13:54:00.000,52,S,908,8,82
S0000600287,1,21543,2018-04-17 13:18:00.000,92,S,905,4,399.89
S0000600288,1,21763,2018-04-07 03:11:00.000,95,S,906,3,24.99
S0000600289,1,22066,2018-04-18 10:42:00.000,25,S,905,7,399.89
S0000600290,1,22149,2018-04-23 15:54:00.000,30,S,901,1,2.15
S0000600291,1,22239,2018-04-06 12:22:00.000,60,S,909,8,190.5
S0000600292,1,22246,2018-05-14 21:22:00.000,3,S,902,5,2.89
S0000600293,1,22291,2018-05-12 03:20:00.000,64,S,903,5,299.99
S0000600294,1,22411,2018-04-27 14:00:00.000,104,S,911,1,80
S0000600295,1,22596,2018-03-25 01:38:00.000,95,S,904,8,5.89
S0000600296,1,22709,2018-05-13 19:53:00.000,94,S,911,1,80
S0000600297,1,22832,2018-04-18 08:55:00.000,74,S,908,1,82
S0000600298,1,22865,2018-05-02 16:57:00.000,32,S,904,4,5.89
S0000600299,1,22901,2018-04-15 09:51:00.000,24,S,911,8,80
S0000600300,1,22947,2018-05-18 08:00:00.000,106,S,902,5,2.89
S0000600301,1,23193,2018-05-01 09:08:00.000,121,S,906,2,24.99
S0000600302,1,23366,2018-03-26 23:40:00.000,90,S,902,3,2.89
S0000600303,1,23806,2018-05-11 07:24:00.000,31,S,900,3,0.99
S0000600304,1,23897,2018-03-31 16:55:00.000,40,S,907,7,89.99
S0000600305,1,23987,2018-05-08 07:21:00.000,48,S,904,8,5.89
S0000600306,1,24096,2018-03-18 03:45:00.000,104,S,901,6,2.15
S0000600307,1,24197,2018-04-07 04:04:00.000,96,S,902,7,2.89
S0000600308,1,24343,2018-05-03 14:10:00.000,119,S,910,2,1.99
S0000600309,1,24403,2018-05-10 23:28:00.000,60,S,903,3,299.99
S0000600310,1,24409,2018-05-09 08:53:00.000,40,S,906,4,24.99
S0000600311,1,24418,2018-05-07 01:58:00.000,94,S,905,7,399.89
S0000600312,1,24525,2018-03-22 02:49:00.000,50,S,905,4,399.89
S0000600313,1,24617,2018-04-07 10:18:00.000,110,S,903,3,299.99
S0000600314,1,24677,2018-03-31 23:11:00.000,115,S,903,2,299.99
S0000600315,1,24708,2018-03-16 17:44:00.000,119,S,900,5,0.99
S0000600316,1,24873,2018-05-11 10:21:00.000,91,S,900,2,0.99
S0000600317,1,24889,2018-05-09 17:42:00.000,38,S,910,1,1.99
S0000600318,1,24991,2018-04-17 23:20:00.000,83,S,906,8,24.99
S0000600319,1,25374,2018-03-26 20:52:00.000,39,S,908,5,82
S0000600320,1,25386,2018-04-28 09:27:00.000,74,S,910,8,1.99
S0000600321,1,25414,2018-03-18 01:23:00.000,90,S,911,5,80
S0000600322,1,25597,2018-05-12 21:12:00.000,96,S,909,8,190.5
S0000600323,1,25628,2018-03-24 01:55:00.000,55,S,910,3,1.99
S0000600324,1,25686,2018-03-27 09:39:00.000,50,S,911,3,80
S0000600325,1,25713,2018-04-23 04:06:00.000,89,S,908,1,82
S0000600326,1,25715,2018-04-12 09:33:00.000,106,S,907,3,89.99
S0000600327,1,25798,2018-05-09 21:16:00.000,69,S,904,1,5.89
S0000600328,1,25837,2018-05-01 05:10:00.000,112,S,907,7,89.99
S0000600329,1,25883,2018-04-15 21:45:00.000,113,S,901,6,2.15
S0000600330,1,25952,2018-04-07 04:32:00.000,105,S,904,4,5.89
S0000600331,1,26065,2018-04-13 14:32:00.000,49,S,911,7,80
S0000600332,1,26160,2018-05-01 09:01:00.000,31,S,907,8,89.99
S0000600333,1,26165,2018-04-08 22:41:00.000,84,S,907,7,89.99
S0000600334,1,26181,2018-05-08 21:46:00.000,29,S,910,6,1.99
S0000600335,1,26235,2018-05-13 21:37:00.000,35,S,910,2,1.99
S0000600336,1,26333,2018-05-17 01:01:00.000,119,S,908,5,82
S0000600337,1,26357,2018-05-14 03:19:00.000,97,S,907,7,89.99
S0000600338,1,26358,2018-04-23 17:41:00.000,75,S,903,4,299.99
S0000600339,1,26479,2018-04-17 19:55:00.000,30,S,910,2,1.99
S0000600340,1,26609,2018-04-06 06:15:00.000,64,S,905,8,399.89
S0000600341,1,26699,2018-05-06 17:52:00.000,95,S,908,4,82
S0000600342,1,26725,2018-04-20 05:59:00.000,78,S,902,1,2.89
S0000600343,1,26736,2018-05-07 17:38:00.000,110,S,908,3,82
S0000600344,1,26878,2018-05-16 07:17:00.000,47,S,908,3,82
S0000600345,1,26972,2018-03-18 04:00:00.000,31,S,902,4,2.89
S0000600346,1,27006,2018-04-03 18:20:00.000,44,S,909,4,190.5
S0000600347,1,27030,2018-04-29 03:25:00.000,74,S,905,4,399.89
S0000600348,1,27082,2018-03-29 07:03:00.000,112,S,904,2,5.89
S0000600349,1,27261,2018-03-21 22:52:00.000,106,S,902,5,2.89
S0000600350,1,27274,2018-04-30 18:35:00.000,106,S,910,7,1.99
S0000600351,1,27290,2018-05-19 20:54:00.000,80,S,903,2,299.99
S0000600352,1,27300,2018-05-04 05:39:00.000,89,S,905,2,399.89
S0000600353,1,27359,2018-03-28 04:23:00.000,118,S,911,4,80
S0000600354,1,27418,2018-04-18 08:28:00.000,40,S,905,3,399.89
S0000600355,1,27563,2018-04-02 20:58:00.000,107,S,906,6,24.99
S0000600356,1,27707,2018-04-08 01:58:00.000,113,S,901,6,2.15
S0000600357,1,27793,2018-04-07 13:16:00.000,79,S,911,3,80
S0000600358,1,27835,2018-03-24 08:29:00.000,116,S,902,5,2.89
S0000600359,1,27890,2018-05-07 08:58:00.000,102,S,900,2,0.99
S0000600360,1,27923,2018-05-07 05:20:00.000,82,S,904,6,5.89
S0000600361,1,28045,2018-05-13 09:38:00.000,36,S,900,8,0.99
S0000600362,1,28080,2018-04-29 21:46:00.000,118,S,901,6,2.15
S0000600363,1,28087,2018-05-02 17:25:00.000,112,S,901,3,2.15
S0000600364,1,28091,2018-05-13 14:50:00.000,105,S,911,2,80
S0000600365,1,28217,2018-04-14 16:39:00.000,119,S,908,7,82
